,"market for curtain wall, triple glazing, coated, high perf alu frame","market for curtain wall, smart glazing, high perf alu frame","market for curtain wall, vacuum double glazing, coated, high perf alu frame","market for curtain wall, triple glazing, two coatings, xenon, high perf alu frame","market for curtain wall, double glazing, coated, high perf alu frame","market for curtain wall, single glazing, coated, low perf alu frame","market for curtain wall, double glazing, coated, krypton, high perf alu frame","market for curtain wall, triple glazing, two coatings, krypton, high perf alu frame","market for curtain wall, double glazing, two coatings, high perf alu frame","market for curtain wall, single glazing, low perf alu frame","market for curtain wall, double glazing, low perf alu frame","market for curtain wall, double skin facade","market for curtain wall, ccf","market for curtain wall, triple glazing, two coatings, high perf alu frame"
369,200.54376458784174,250.7467585518983,175.86535545663446,234.15830024759526,173.61588777829613,142.2463684325837,179.7419954225093,212.48423602643146,174.3879258816799,141.47114646697446,169.26698166288472,310.6080161925516,462.8153252533972,200.23202180850586
370,202.83386681024658,311.2004709935103,177.48538935329614,232.7041441711855,176.0230087893969,144.53162947156508,180.14326818693544,210.8444108845593,176.8376822216668,143.71359773759193,171.60256363777268,313.1462098841245,455.48925327122765,202.60389443858259
371,215.58297083246993,313.32414155804173,190.10424273951244,261.95976187261,188.0590737207616,155.5883471868143,193.43875506798733,225.86954281898235,188.82168541939765,154.82259072356774,183.095390153232,335.4308079662585,483.60263619648913,215.11017770707397
372,193.88413069639236,286.8316896077363,169.11415369814887,234.79762445626295,167.4192020150674,136.96723182773349,173.13833876597153,205.09611281570744,168.12656030430415,136.25695644723106,163.1854009451592,299.05078441006185,454.5279055962886,193.65784050132143
373,196.31577154862688,418.19435706739404,170.92791759875414,256.33890687490253,169.19081664998063,137.59171180180653,174.91290306455872,207.41807753782405,170.01159650652102,136.7675523606555,164.61134012596278,300.7951139415161,455.6579187654745,195.97390657149208
374,214.02590242736028,382.9159140847824,188.7808631340096,260.03935120156575,186.40655270074188,154.02879253572223,191.32938704234303,223.47764904494795,187.12702760552315,153.30534887896792,181.56216797354136,335.25972970912323,491.4938983716652,213.631979888662
375,205.63082771320305,275.4387830523528,180.12728876321123,234.97656602002363,178.33192113385073,145.44979003005662,183.36439223650748,215.40041349944735,179.17314816076757,144.60509532059925,172.94557726117895,316.3092984303856,465.72965767842084,205.33547248348398
376,215.23994562498171,278.9125325281934,188.98948675845992,273.4675359701641,187.94780508320372,156.26580686137666,192.5617888096677,224.2461614965936,188.7506696989251,155.45963295472671,183.3551118966158,336.61715841360876,484.45589410213944,215.01819804705906
377,208.17523290570747,325.4021512133142,182.394797085556,242.92714189091848,180.80205513800772,148.3297380650368,184.26228642268282,214.86115938979546,181.63524084856132,147.4931157784864,175.76035996125546,320.6544906801262,472.7808120156623,207.94069171443715
378,214.90577058139877,382.1353856226765,188.6447994004972,253.45599289707837,186.2429850158995,151.52694837139722,191.9318512916904,226.77053850090164,187.59850353199815,150.16584147604976,180.1337128457977,330.16659735231855,491.74905496155463,215.3928052679683
